,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
120,b'0<=X<200',12.0,b'critical/other existing credit',b'new car',2366.0,b'500<=X<1000',b'4<=X<7',3.0,b'male div/sep',b'none',3.0,b'car',36.0,b'none',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
121,b'<0',21.0,b'existing paid',b'radio/tv',1835.0,b'<100',b'1<=X<4',3.0,b'female div/dep/mar',b'none',2.0,b'real estate',25.0,b'none',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'bad'
122,b'no checking',24.0,b'critical/other existing credit',b'used car',3868.0,b'<100',b'>=7',4.0,b'female div/dep/mar',b'none',2.0,b'car',41.0,b'none',b'rent',2.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
123,b'no checking',12.0,b'existing paid',b'furniture/equipment',1768.0,b'<100',b'1<=X<4',3.0,b'male single',b'none',2.0,b'real estate',24.0,b'none',b'rent',1.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
124,b'>=200',10.0,b'critical/other existing credit',b'new car',781.0,b'<100',b'>=7',4.0,b'male single',b'none',4.0,b'no known property',63.0,b'none',b'for free',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
125,b'0<=X<200',18.0,b'existing paid',b'furniture/equipment',1924.0,b'no known savings',b'<1',4.0,b'female div/dep/mar',b'none',3.0,b'real estate',27.0,b'none',b'rent',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
126,b'<0',12.0,b'critical/other existing credit',b'new car',2121.0,b'<100',b'1<=X<4',4.0,b'male single',b'none',2.0,b'life insurance',30.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
127,b'<0',12.0,b'existing paid',b'radio/tv',701.0,b'<100',b'1<=X<4',4.0,b'male mar/wid',b'none',2.0,b'real estate',40.0,b'none',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
128,b'0<=X<200',12.0,b'existing paid',b'repairs',639.0,b'<100',b'1<=X<4',4.0,b'male single',b'none',2.0,b'car',30.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
129,b'0<=X<200',12.0,b'critical/other existing credit',b'used car',1860.0,b'<100',b'unemployed',4.0,b'male single',b'none',2.0,b'car',34.0,b'none',b'own',2.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
130,b'<0',12.0,b'critical/other existing credit',b'new car',3499.0,b'<100',b'1<=X<4',3.0,b'female div/dep/mar',b'co applicant',2.0,b'real estate',29.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'bad'
131,b'0<=X<200',48.0,b'existing paid',b'new car',8487.0,b'no known savings',b'4<=X<7',1.0,b'female div/dep/mar',b'none',2.0,b'car',24.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
132,b'<0',36.0,b'delayed previously',b'education',6887.0,b'<100',b'1<=X<4',4.0,b'male single',b'none',3.0,b'life insurance',29.0,b'stores',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'bad'
133,b'no checking',15.0,b'existing paid',b'furniture/equipment',2708.0,b'<100',b'<1',2.0,b'male single',b'none',3.0,b'life insurance',27.0,b'bank',b'own',2.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
134,b'no checking',18.0,b'existing paid',b'furniture/equipment',1984.0,b'<100',b'1<=X<4',4.0,b'male single',b'none',4.0,b'no known property',47.0,b'bank',b'for free',2.0,b'skilled',1.0,b'none',b'yes',b'good'
135,b'no checking',60.0,b'existing paid',b'radio/tv',10144.0,b'100<=X<500',b'4<=X<7',2.0,b'female div/dep/mar',b'none',4.0,b'real estate',21.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
136,b'no checking',12.0,b'critical/other existing credit',b'radio/tv',1240.0,b'no known savings',b'>=7',4.0,b'female div/dep/mar',b'none',2.0,b'real estate',38.0,b'none',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
137,b'no checking',27.0,b'delayed previously',b'used car',8613.0,b'>=1000',b'1<=X<4',2.0,b'male single',b'none',2.0,b'car',27.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
138,b'0<=X<200',12.0,b'existing paid',b'radio/tv',766.0,b'500<=X<1000',b'1<=X<4',4.0,b'male single',b'none',3.0,b'real estate',66.0,b'none',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'bad'
139,b'0<=X<200',15.0,b'critical/other existing credit',b'radio/tv',2728.0,b'no known savings',b'4<=X<7',4.0,b'male single',b'guarantor',2.0,b'real estate',35.0,b'bank',b'own',3.0,b'skilled',1.0,b'yes',b'yes',b'good'
140,b'>=200',12.0,b'existing paid',b'radio/tv',1881.0,b'<100',b'1<=X<4',2.0,b'female div/dep/mar',b'none',2.0,b'car',44.0,b'none',b'rent',1.0,b'unskilled resident',1.0,b'yes',b'yes',b'good'
141,b'>=200',6.0,b'existing paid',b'new car',709.0,b'>=1000',b'<1',2.0,b'male mar/wid',b'none',2.0,b'real estate',27.0,b'none',b'own',1.0,b'unemp/unskilled non res',1.0,b'none',b'no',b'good'
142,b'0<=X<200',36.0,b'existing paid',b'radio/tv',4795.0,b'<100',b'<1',4.0,b'female div/dep/mar',b'none',1.0,b'no known property',30.0,b'none',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
143,b'<0',27.0,b'existing paid',b'radio/tv',3416.0,b'<100',b'1<=X<4',3.0,b'male single',b'none',2.0,b'car',27.0,b'none',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'none',b'yes',b'good'
144,b'<0',18.0,b'existing paid',b'furniture/equipment',2462.0,b'<100',b'1<=X<4',2.0,b'male single',b'none',2.0,b'car',22.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
145,b'no checking',21.0,b'critical/other existing credit',b'furniture/equipment',2288.0,b'<100',b'<1',4.0,b'female div/dep/mar',b'none',4.0,b'life insurance',23.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
146,b'0<=X<200',48.0,b'all paid',b'business',3566.0,b'100<=X<500',b'4<=X<7',4.0,b'male single',b'none',2.0,b'car',30.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
147,b'<0',6.0,b'critical/other existing credit',b'new car',860.0,b'<100',b'>=7',1.0,b'female div/dep/mar',b'none',4.0,b'no known property',39.0,b'none',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
148,b'no checking',12.0,b'critical/other existing credit',b'new car',682.0,b'100<=X<500',b'4<=X<7',4.0,b'female div/dep/mar',b'none',3.0,b'car',51.0,b'none',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
149,b'<0',36.0,b'critical/other existing credit',b'furniture/equipment',5371.0,b'<100',b'1<=X<4',3.0,b'male single',b'guarantor',2.0,b'life insurance',28.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
150,b'no checking',18.0,b'critical/other existing credit',b'radio/tv',1582.0,b'>=1000',b'>=7',4.0,b'male single',b'none',4.0,b'car',46.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
151,b'no checking',6.0,b'existing paid',b'radio/tv',1346.0,b'100<=X<500',b'>=7',2.0,b'male single',b'none',4.0,b'no known property',42.0,b'bank',b'for free',1.0,b'skilled',2.0,b'yes',b'yes',b'good'
152,b'no checking',10.0,b'existing paid',b'radio/tv',1924.0,b'<100',b'1<=X<4',1.0,b'male single',b'none',4.0,b'life insurance',38.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'no',b'good'
153,b'>=200',36.0,b'existing paid',b'radio/tv',5848.0,b'<100',b'1<=X<4',4.0,b'male single',b'none',1.0,b'car',24.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
154,b'0<=X<200',24.0,b'critical/other existing credit',b'used car',7758.0,b'>=1000',b'>=7',2.0,b'female div/dep/mar',b'none',4.0,b'no known property',29.0,b'none',b'rent',1.0,b'skilled',1.0,b'none',b'yes',b'good'
155,b'0<=X<200',24.0,b'delayed previously',b'business',6967.0,b'100<=X<500',b'4<=X<7',4.0,b'male single',b'none',4.0,b'car',36.0,b'none',b'rent',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
156,b'<0',12.0,b'existing paid',b'furniture/equipment',1282.0,b'<100',b'1<=X<4',2.0,b'female div/dep/mar',b'none',4.0,b'car',20.0,b'none',b'rent',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
157,b'<0',9.0,b'critical/other existing credit',b'repairs',1288.0,b'100<=X<500',b'>=7',3.0,b'male single',b'guarantor',4.0,b'real estate',48.0,b'none',b'own',2.0,b'skilled',2.0,b'none',b'no',b'good'
158,b'<0',12.0,b'all paid',b'retraining',339.0,b'<100',b'>=7',4.0,b'male mar/wid',b'none',1.0,b'car',45.0,b'bank',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
159,b'0<=X<200',24.0,b'existing paid',b'new car',3512.0,b'100<=X<500',b'4<=X<7',2.0,b'male single',b'none',3.0,b'car',38.0,b'bank',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
160,b'no checking',6.0,b'critical/other existing credit',b'radio/tv',1898.0,b'no known savings',b'1<=X<4',1.0,b'male single',b'none',2.0,b'real estate',34.0,b'none',b'own',2.0,b'unskilled resident',2.0,b'none',b'yes',b'good'
161,b'no checking',24.0,b'critical/other existing credit',b'radio/tv',2872.0,b'100<=X<500',b'>=7',3.0,b'male single',b'none',4.0,b'real estate',36.0,b'none',b'own',1.0,b'skilled',2.0,b'yes',b'yes',b'good'
162,b'no checking',18.0,b'critical/other existing credit',b'new car',1055.0,b'<100',b'<1',4.0,b'female div/dep/mar',b'none',1.0,b'life insurance',30.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
163,b'no checking',15.0,b'existing paid',b'domestic appliance',1262.0,b'500<=X<1000',b'4<=X<7',4.0,b'male single',b'none',3.0,b'life insurance',36.0,b'none',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
164,b'0<=X<200',10.0,b'existing paid',b'new car',7308.0,b'<100',b'unemployed',2.0,b'male single',b'none',4.0,b'no known property',70.0,b'bank',b'for free',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
165,b'no checking',36.0,b'existing paid',b'new car',909.0,b'500<=X<1000',b'>=7',4.0,b'male single',b'none',4.0,b'life insurance',36.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
166,b'no checking',6.0,b'existing paid',b'furniture/equipment',2978.0,b'500<=X<1000',b'1<=X<4',1.0,b'male single',b'none',2.0,b'car',32.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
167,b'<0',18.0,b'existing paid',b'furniture/equipment',1131.0,b'<100',b'unemployed',4.0,b'female div/dep/mar',b'none',2.0,b'car',33.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
168,b'0<=X<200',11.0,b'existing paid',b'furniture/equipment',1577.0,b'>=1000',b'<1',4.0,b'female div/dep/mar',b'none',1.0,b'real estate',20.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
169,b'no checking',24.0,b'existing paid',b'furniture/equipment',3972.0,b'<100',b'4<=X<7',2.0,b'female div/dep/mar',b'none',4.0,b'life insurance',25.0,b'none',b'rent',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
170,b'0<=X<200',24.0,b'critical/other existing credit',b'business',1935.0,b'<100',b'>=7',4.0,b'male div/sep',b'none',4.0,b'real estate',31.0,b'none',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'bad'
171,b'<0',15.0,b'no credits/all paid',b'new car',950.0,b'<100',b'>=7',4.0,b'male single',b'none',3.0,b'car',33.0,b'none',b'rent',2.0,b'skilled',2.0,b'none',b'yes',b'bad'
172,b'no checking',12.0,b'existing paid',b'furniture/equipment',763.0,b'<100',b'1<=X<4',4.0,b'female div/dep/mar',b'none',1.0,b'real estate',26.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
173,b'0<=X<200',24.0,b'delayed previously',b'furniture/equipment',2064.0,b'<100',b'unemployed',3.0,b'female div/dep/mar',b'none',2.0,b'life insurance',34.0,b'none',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'bad'
174,b'0<=X<200',8.0,b'existing paid',b'radio/tv',1414.0,b'<100',b'1<=X<4',4.0,b'male single',b'guarantor',2.0,b'real estate',33.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'no',b'good'
175,b'<0',21.0,b'delayed previously',b'education',3414.0,b'<100',b'<1',2.0,b'male single',b'none',1.0,b'life insurance',26.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'bad'
176,b'no checking',30.0,b'all paid',b'used car',7485.0,b'no known savings',b'unemployed',4.0,b'female div/dep/mar',b'none',1.0,b'real estate',53.0,b'bank',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'bad'
177,b'<0',12.0,b'existing paid',b'furniture/equipment',2577.0,b'<100',b'1<=X<4',2.0,b'male div/sep',b'none',1.0,b'car',42.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
178,b'<0',6.0,b'critical/other existing credit',b'radio/tv',338.0,b'500<=X<1000',b'>=7',4.0,b'male single',b'none',4.0,b'car',52.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
179,b'no checking',12.0,b'existing paid',b'radio/tv',1963.0,b'<100',b'4<=X<7',4.0,b'male single',b'none',2.0,b'car',31.0,b'none',b'rent',2.0,b'high qualif/self emp/mgmt',2.0,b'yes',b'yes',b'good'
180,b'<0',21.0,b'critical/other existing credit',b'new car',571.0,b'<100',b'>=7',4.0,b'male single',b'none',4.0,b'real estate',65.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
181,b'no checking',36.0,b'delayed previously',b'business',9572.0,b'<100',b'<1',1.0,b'male div/sep',b'none',1.0,b'car',28.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'bad'
182,b'0<=X<200',36.0,b'delayed previously',b'business',4455.0,b'<100',b'1<=X<4',2.0,b'male div/sep',b'none',2.0,b'real estate',30.0,b'stores',b'own',2.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'bad'
183,b'<0',21.0,b'all paid',b'new car',1647.0,b'no known savings',b'1<=X<4',4.0,b'male single',b'none',2.0,b'life insurance',40.0,b'none',b'own',2.0,b'unskilled resident',2.0,b'none',b'yes',b'bad'
184,b'no checking',24.0,b'critical/other existing credit',b'furniture/equipment',3777.0,b'>=1000',b'1<=X<4',4.0,b'male single',b'none',4.0,b'real estate',50.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
185,b'0<=X<200',18.0,b'critical/other existing credit',b'new car',884.0,b'<100',b'>=7',4.0,b'male single',b'none',4.0,b'car',36.0,b'bank',b'own',1.0,b'skilled',2.0,b'yes',b'yes',b'bad'
186,b'no checking',15.0,b'critical/other existing credit',b'radio/tv',1360.0,b'<100',b'1<=X<4',4.0,b'male single',b'none',2.0,b'life insurance',31.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
187,b'0<=X<200',9.0,b'all paid',b'used car',5129.0,b'<100',b'>=7',2.0,b'female div/dep/mar',b'none',4.0,b'no known property',74.0,b'bank',b'for free',1.0,b'high qualif/self emp/mgmt',2.0,b'yes',b'yes',b'bad'
188,b'0<=X<200',16.0,b'critical/other existing credit',b'new car',1175.0,b'<100',b'unemployed',2.0,b'male single',b'none',3.0,b'car',68.0,b'none',b'for free',3.0,b'unemp/unskilled non res',1.0,b'yes',b'yes',b'good'
189,b'<0',12.0,b'existing paid',b'radio/tv',674.0,b'100<=X<500',b'4<=X<7',4.0,b'male mar/wid',b'none',1.0,b'life insurance',20.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
190,b'0<=X<200',18.0,b'no credits/all paid',b'furniture/equipment',3244.0,b'<100',b'1<=X<4',1.0,b'female div/dep/mar',b'none',4.0,b'car',33.0,b'bank',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
191,b'no checking',24.0,b'existing paid',b'business',4591.0,b'>=1000',b'1<=X<4',2.0,b'male single',b'none',3.0,b'life insurance',54.0,b'none',b'own',3.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'bad'
192,b'0<=X<200',48.0,b'no credits/all paid',b'business',3844.0,b'100<=X<500',b'4<=X<7',4.0,b'male single',b'none',4.0,b'no known property',34.0,b'none',b'for free',1.0,b'unskilled resident',2.0,b'none',b'yes',b'bad'
193,b'0<=X<200',27.0,b'existing paid',b'business',3915.0,b'<100',b'1<=X<4',4.0,b'male single',b'none',2.0,b'car',36.0,b'none',b'own',1.0,b'skilled',2.0,b'yes',b'yes',b'bad'
194,b'no checking',6.0,b'existing paid',b'radio/tv',2108.0,b'<100',b'4<=X<7',2.0,b'male mar/wid',b'none',2.0,b'real estate',29.0,b'none',b'rent',1.0,b'skilled',1.0,b'none',b'yes',b'good'
195,b'0<=X<200',45.0,b'existing paid',b'radio/tv',3031.0,b'100<=X<500',b'1<=X<4',4.0,b'male single',b'guarantor',4.0,b'life insurance',21.0,b'none',b'rent',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
196,b'0<=X<200',9.0,b'critical/other existing credit',b'education',1501.0,b'<100',b'>=7',2.0,b'female div/dep/mar',b'none',3.0,b'car',34.0,b'none',b'own',2.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'bad'
197,b'no checking',6.0,b'critical/other existing credit',b'radio/tv',1382.0,b'<100',b'1<=X<4',1.0,b'female div/dep/mar',b'none',1.0,b'car',28.0,b'none',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
198,b'0<=X<200',12.0,b'existing paid',b'furniture/equipment',951.0,b'100<=X<500',b'<1',4.0,b'female div/dep/mar',b'none',4.0,b'car',27.0,b'bank',b'rent',4.0,b'skilled',1.0,b'none',b'yes',b'bad'
199,b'0<=X<200',24.0,b'existing paid',b'used car',2760.0,b'no known savings',b'>=7',4.0,b'male single',b'none',4.0,b'no known property',36.0,b'bank',b'for free',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
200,b'0<=X<200',18.0,b'delayed previously',b'furniture/equipment',4297.0,b'<100',b'>=7',4.0,b'male div/sep',b'none',3.0,b'no known property',40.0,b'none',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'bad'
201,b'no checking',9.0,b'critical/other existing credit',b'education',936.0,b'500<=X<1000',b'>=7',4.0,b'male single',b'none',2.0,b'car',52.0,b'none',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
202,b'<0',12.0,b'existing paid',b'new car',1168.0,b'<100',b'1<=X<4',4.0,b'male mar/wid',b'none',3.0,b'real estate',27.0,b'none',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
203,b'no checking',27.0,b'delayed previously',b'business',5117.0,b'<100',b'4<=X<7',3.0,b'male single',b'none',4.0,b'car',26.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
204,b'<0',12.0,b'existing paid',b'retraining',902.0,b'<100',b'4<=X<7',4.0,b'male mar/wid',b'none',4.0,b'life insurance',21.0,b'none',b'rent',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
205,b'no checking',12.0,b'critical/other existing credit',b'new car',1495.0,b'<100',b'>=7',4.0,b'male single',b'none',1.0,b'real estate',38.0,b'none',b'own',2.0,b'unskilled resident',2.0,b'none',b'yes',b'good'
206,b'<0',30.0,b'critical/other existing credit',b'used car',10623.0,b'<100',b'>=7',3.0,b'male single',b'none',4.0,b'no known property',38.0,b'none',b'for free',3.0,b'high qualif/self emp/mgmt',2.0,b'yes',b'yes',b'good'
207,b'no checking',12.0,b'critical/other existing credit',b'furniture/equipment',1935.0,b'<100',b'>=7',4.0,b'male single',b'none',4.0,b'real estate',43.0,b'none',b'own',3.0,b'skilled',1.0,b'yes',b'yes',b'good'
208,b'0<=X<200',12.0,b'critical/other existing credit',b'domestic appliance',1424.0,b'<100',b'4<=X<7',4.0,b'male single',b'none',3.0,b'life insurance',26.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
209,b'<0',24.0,b'existing paid',b'business',6568.0,b'<100',b'1<=X<4',2.0,b'male mar/wid',b'none',2.0,b'car',21.0,b'stores',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
210,b'no checking',12.0,b'existing paid',b'used car',1413.0,b'>=1000',b'4<=X<7',3.0,b'male single',b'none',2.0,b'life insurance',55.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'no',b'good'
211,b'no checking',9.0,b'critical/other existing credit',b'radio/tv',3074.0,b'no known savings',b'1<=X<4',1.0,b'male single',b'none',2.0,b'real estate',33.0,b'none',b'own',2.0,b'skilled',2.0,b'none',b'yes',b'good'
212,b'no checking',36.0,b'existing paid',b'radio/tv',3835.0,b'no known savings',b'>=7',2.0,b'female div/dep/mar',b'none',4.0,b'real estate',45.0,b'none',b'own',1.0,b'unskilled resident',1.0,b'yes',b'yes',b'good'
213,b'<0',27.0,b'no credits/all paid',b'business',5293.0,b'<100',b'unemployed',2.0,b'male single',b'none',4.0,b'life insurance',50.0,b'stores',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'bad'
214,b'>=200',30.0,b'delayed previously',b'business',1908.0,b'<100',b'>=7',4.0,b'male single',b'none',4.0,b'real estate',66.0,b'none',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'bad'
215,b'no checking',36.0,b'critical/other existing credit',b'radio/tv',3342.0,b'no known savings',b'>=7',4.0,b'male single',b'none',2.0,b'car',51.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
216,b'0<=X<200',6.0,b'critical/other existing credit',b'retraining',932.0,b'no known savings',b'4<=X<7',1.0,b'female div/dep/mar',b'none',3.0,b'life insurance',39.0,b'none',b'own',2.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
217,b'<0',18.0,b'no credits/all paid',b'business',3104.0,b'<100',b'4<=X<7',3.0,b'male single',b'none',1.0,b'life insurance',31.0,b'bank',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
218,b'>=200',36.0,b'existing paid',b'radio/tv',3913.0,b'<100',b'1<=X<4',2.0,b'male single',b'none',2.0,b'real estate',23.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
219,b'<0',24.0,b'existing paid',b'furniture/equipment',3021.0,b'<100',b'1<=X<4',2.0,b'male div/sep',b'none',2.0,b'real estate',24.0,b'none',b'rent',1.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
220,b'no checking',10.0,b'existing paid',b'new car',1364.0,b'<100',b'1<=X<4',2.0,b'female div/dep/mar',b'none',4.0,b'car',64.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
221,b'0<=X<200',12.0,b'existing paid',b'radio/tv',625.0,b'<100',b'<1',4.0,b'male mar/wid',b'guarantor',1.0,b'real estate',26.0,b'bank',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
222,b'<0',12.0,b'existing paid',b'education',1200.0,b'no known savings',b'1<=X<4',4.0,b'female div/dep/mar',b'none',4.0,b'life insurance',23.0,b'bank',b'rent',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
223,b'no checking',12.0,b'existing paid',b'radio/tv',707.0,b'<100',b'1<=X<4',4.0,b'male single',b'none',2.0,b'real estate',30.0,b'bank',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
224,b'no checking',24.0,b'delayed previously',b'business',2978.0,b'no known savings',b'1<=X<4',4.0,b'male single',b'none',4.0,b'real estate',32.0,b'none',b'own',2.0,b'skilled',2.0,b'yes',b'yes',b'good'
225,b'no checking',15.0,b'existing paid',b'used car',4657.0,b'<100',b'1<=X<4',3.0,b'male single',b'none',2.0,b'car',30.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
